close,forward_return_1800s,forward_return_180s,forward_return_300s,forward_return_600s,forward_return_60s,forward_return_900s,futures_book_imbalance_10_mean,futures_book_imbalance_1_mean,futures_book_imbalance_20_mean,futures_book_imbalance_5_mean,futures_book_valid_seconds,futures_delta_qty,futures_delta_ratio,futures_microprice_mean,futures_spread_bps_mean,futures_total_qty,high,low,open,symbol,three_minute_epoch,three_minute_utc,trade_count
2511.05,0.00022301427689619402,-0.00017522550327553343,,,,-0.0005933772724557862,-0.07305902183585329,-0.07262995555904665,-0.07420398318308942,-0.02964643236693489,0,-67.13799999999975,-0.0386250143826946,2511.0160654216506,0.039824510558165695,1738.2,2511.32,2510.83,2511.14,B-ETH_USDT,1789192440,2026-09-12T05:54:00+00:00,544
2510.61,0.0002031378828251107,-9.161120205847251e-05,,,,-0.0004261912443590532,0.21236880430246843,0.0764763062628197,0.346301860735265,0.13725631880613479,0,-760.4759999999995,-0.21610620313998996,2510.7965187451678,0.039828005164099456,3518.992,2511.47,2510.37,2511.05,B-ETH_USDT,1789192620,2026-09-12T05:57:00+00:00,653
2510.38,0.0012428397294432791,0.0,,,,0.0003067264716896112,-0.11032626360422502,-0.1644628626006684,0.24947642037504156,-0.18527570397425006,0,155.49999999999997,0.09242396865549575,2510.5881776856872,0.03983129075383141,1682.4639999999997,2510.92,2510.37,2510.92,B-ETH_USDT,1789192800,2026-09-12T06:00:00+00:00,569
2510.38,0.0009281463364112508,-0.00018722265155091122,,,,0.0003744453031016004,0.476779905195203,-0.027185658918266187,0.5231174285605704,0.14262382097262494,0,-143.745,-0.1899647545305692,2510.430419627261,0.03983380453834861,756.693,2510.58,2510.37,2510.38,B-ETH_USDT,1789192980,2026-09-12T06:03:00+00:00,377
2509.91,0.0014701722372516546,-0.00013944723117553792,,,,0.0004382627265520078,-0.24284713258644217,-0.21229165950077492,-0.12420093747680301,-0.21795144473553585,0,-929.7860000000003,-0.29719998746997767,2509.808271875036,0.039843664443083654,3128.485999999999,2510.38,2509.59,2510.37,B-ETH_USDT,1789193160,2026-09-12T06:06:00+00:00,454
2509.56,0.0019047163646217502,-7.969524538187223e-06,,,,0.0008168762651621364,0.10793251229867808,0.13094401479565884,0.05560522689082322,0.10433359189323428,0,279.60400000000027,0.17005680643238594,2509.835099164519,0.039843265720491405,1644.1799999999998,2510.06,2509.21,2509.91,B-ETH_USDT,1789193340,2026-09-12T06:09:00+00:00,465
2509.54,0.0027614622600156125,0.0006415518381854834,,,,0.0006295974561074669,0.2664913203911502,0.32180441525890885,0.27407217744108414,0.29438871287138907,0,45.594999999999914,0.04509271227793599,2509.890775688743,0.03984239713859869,1011.1389999999999,2510.21,2509.5,2509.5,B-ETH_USDT,1789193520,2026-09-12T06:12:00+00:00,444
2511.15,,6.769806662298983e-05,,,,0.000935826215080704,0.20773645945494615,0.2449354342203062,0.17356988636271117,0.24688258765491497,0,376.01800000000014,0.18245241179867158,2510.144446899393,0.03983836649688733,2060.9099999999994,2511.15,2509.4,2509.53,B-ETH_USDT,1789193700,2026-09-12T06:15:00+00:00,576
2511.32,,-0.00012344105888539847,,,,0.0005534937801634499,-0.14945898655547388,-0.12143086188188268,-0.15735835009807186,-0.13603835449806115,0,170.17300000000006,0.09870795038297456,2511.4144484012463,0.039818189789170066,1724.005,2511.93,2511.0,2511.15,B-ETH_USDT,1789193880,2026-09-12T06:18:00+00:00,646
2511.01,,0.00023894767444176956,,,,0.0010314574613401462,0.1059255333054947,0.07588364836241542,0.13352623414491796,0.06388188631863713,0,55.87799999999994,0.060133270772979024,2511.1070460849082,0.03982307948742423,929.2360000000001,2511.36,2510.72,2511.31,B-ETH_USDT,1789194060,2026-09-12T06:21:00+00:00,458
2511.61,,-0.00019509398354056184,,,,0.0010869521940111149,-0.18724845866522175,-0.15082814898101274,-0.23233461568163563,-0.15618420900696758,0,1110.3430000000003,0.572563399542813,2511.244781573541,0.039820878498077604,1939.2489999999996,2511.85,2510.51,2511.01,B-ETH_USDT,1789194240,2026-09-12T06:24:00+00:00,529
2511.12,,0.0009477842556309124,,,,0.002130523431775444,-0.34552202442906577,-0.24927488605653436,-0.32949873850345757,-0.28521114443331247,0,-19.755999999999972,-0.027995374726507993,2511.548420292236,0.03981605520015009,705.688,2511.61,2511.11,2511.6,B-ETH_USDT,1789194420,2026-09-12T06:27:00+00:00,358
2513.5,,-0.0003143027650686081,,,,,0.27016287280612844,0.24501135209898073,0.1730733006070091,0.3037429311664751,0,1639.4270000000004,0.6205430665466029,2512.8459869615226,0.039795535044442894,2641.9229999999993,2513.5,2511.12,2511.12,B-ETH_USDT,1789194600,2026-09-12T06:30:00+00:00,871
2512.71,,0.00035419925100788063,,,,,0.22257273269929992,0.20550560410266328,0.18703757471373886,0.21834826609941502,0,-851.2889999999999,-0.15558555333009108,2513.106018370511,0.03979141590355967,5471.517,2514.39,2512.14,2513.49,B-ETH_USDT,1789194780,2026-09-12T06:33:00+00:00,1400
2513.6,,0.0002943984723107196,,,,,0.16896758982267,0.16061182458729986,0.1757806509441089,0.16061209094947765,0,656.9610000000001,0.39350127311508,2513.3259653967853,0.039787928586639994,1669.527,2513.93,2512.7,2512.71,B-ETH_USDT,1789194960,2026-09-12T06:36:00+00:00,965
2514.34,,0.0008471408003689618,,,,,0.14881695329565547,0.14790843558235553,0.22316095587921403,0.1363722688564594,0,710.8050000000002,0.2586721709931843,2514.272776579215,0.03977294385614527,2747.8990000000003,2514.67,2513.79,2513.79,B-ETH_USDT,1789195140,2026-09-12T06:39:00+00:00,942
2516.47,,,,,,,-0.28758635408884586,-0.2926518459180849,-0.1793397283862325,-0.30581453091046845,0,1242.6089999999995,0.5415751590260782,2515.550203407437,0.03975271630781249,2294.4349999999995,2516.69,2514.14,2514.33,B-ETH_USDT,1789195320,2026-09-12T06:42:00+00:00,415
101.57,-0.0008860884119326062,0.0,,,,0.0002953628039774614,0.10805382635918574,0.04701941315768904,0.05606752804281182,0.23193564665102406,0,2794.930000000001,0.4264197692851075,101.55356843039912,0.9847042809119282,6554.41,101.57,101.52,101.52,B-SOL_USDT,1789191720,2026-09-12T05:42:00+00:00,365
101.57,0.0002953628039774614,0.0001969085359851963,,,,-9.845426799237611e-05,0.10765081373038721,0.14437726002062504,0.06676669471123847,0.12432039341611179,0,643.6100000000001,0.20045846842890475,101.57738855296675,0.984478070233671,3210.6899999999996,101.59,101.56,101.57,B-SOL_USDT,1789191900,2026-09-12T05:45:00+00:00,393
101.59,0.0002953046559701633,-9.843488532346178e-05,,,,-0.0004921744266167538,0.05689868225198658,-0.2813987817398666,0.03818973823280142,0.030553999110879648,0,2069.809999999999,0.49415907653006386,101.5885930060913,0.9843488556178341,4188.55,101.6,101.57,101.58,B-SOL_USDT,1789192080,2026-09-12T05:48:00+00:00,208
101.58,0.0008860011813349722,0.0,,,,-0.0008860011813349722,0.09243371418538839,-0.09296253397396446,0.06201239349325847,0.033335357885832397,0,870.1499999999995,0.17695506726183807,101.58286852066347,0.9844134613360049,4917.35,101.6,101.56,101.59,B-SOL_USDT,1789192260,2026-09-12T05:51:00+00:00,238
101.58,0.000984445757038932,0.00019688915140769758,,,,-0.0011813349084466296,0.13447409394109727,0.003576790184755004,0.08771057851007924,0.01936433334756103,0,34.36999999999995,0.007191384566455957,101.57501788395092,0.9844942224578525,4779.33,101.59,101.56,101.59,B-SOL_USDT,1789192440,2026-09-12T05:54:00+00:00,202
101.6,0.0002952755905512028,-0.0003937007874015297,,,,-0.001181102362204589,-0.02978204436307254,-0.30626771072293707,-0.009739942834116368,-0.06683679198586542,0,5907.579999999999,0.25379080789230385,101.59346866144638,0.9843004275579094,23277.360000000004,101.63,101.57,101.6,B-SOL_USDT,1789192620,2026-09-12T05:57:00+00:00,255
101.56,0.0017723513194169982,-0.0001969279243796418,,,,0.0003938558487592836,-0.07474858703747136,0.02957249442842645,-0.035656536100973246,-0.07556059883059896,0,285.3600000000001,0.05740217732396749,101.5768145291388,0.9844780829523506,4971.24,101.61,101.56,101.6,B-SOL_USDT,1789192800,2026-09-12T06:00:00+00:00,406
101.54,0.00137876698837891,-0.0004924167815639757,,,,0.0007878668505021391,0.030683409621686416,-0.012690905608020239,0.019960313690341958,0.006124057359353646,0,-1490.5800000000006,-0.19798479430875746,101.56326987880529,0.9846073102934421,7528.759999999999,101.58,101.54,101.56,B-SOL_USDT,1789192980,2026-09-12T06:03:00+00:00,311
101.49,0.0014779781259237623,-0.00029559562518477467,,,,0.001773573751108648,-0.030949865118939063,-0.09487876246792122,0.01441324703729954,-0.028477147391303304,0,-15370.859999999999,-0.6425472038846642,101.51785893952099,0.9850437927161605,23921.75999999999,101.55,101.48,101.55,B-SOL_USDT,1789193160,2026-09-12T06:06:00+00:00,323
101.46,0.0016755371575005729,0.00019712201852950528,,,,0.002168342203824336,-0.13043762803807624,-0.19835135886873578,-0.03562004266805107,-0.20168888762579207,0,-50.38999999999851,-0.004584047079500649,101.50067490987232,0.9852055218856538,10992.470000000001,101.53,101.46,101.5,B-SOL_USDT,1789193340,2026-09-12T06:09:00+00:00,268
101.48,0.0031533307055577886,0.0011824990145841152,,,,0.0014781237682301995,-0.07306331963549469,0.01809676913461186,-0.017495680349147818,-0.14465160923272302,0,-5566.399999999998,-0.48534817697979205,101.49620159495676,0.985259516601836,11468.880000000001,101.55,101.46,101.47,B-SOL_USDT,1789193520,2026-09-12T06:12:00+00:00,216
101.6,,0.00019685039370087587,,,,0.001377952755905465,0.028686374524290445,0.06840581353572543,-0.04018939257191889,0.020753318769089157,0,6274.92,0.6861750638068932,101.54311980684547,0.9848067862818541,9144.779999999999,101.61,101.48,101.48,B-SOL_USDT,1789193700,2026-09-12T06:15:00+00:00,280
101.62,,0.0004920291281242939,,,,0.0005904349537493303,0.07927775286822399,-0.009598537697172468,0.059264787158660105,-0.052029308458547106,0,6773.08,0.598187001663917,101.61995200731151,0.9840582745147662,11322.68,101.64,101.58,101.61,B-SOL_USDT,1789193880,2026-09-12T06:18:00+00:00,324
101.67,,9.835743090391702e-05,,,,-0.00029507229271175106,0.22010828837955362,0.33514899123218006,0.13282732051934157,0.2821267887393815,0,4675.16,0.6708509111780743,101.66000907828949,0.9836872181501687,6969.0,101.68,101.61,101.62,B-SOL_USDT,1789194060,2026-09-12T06:21:00+00:00,290
101.68,,-0.0004917387883557334,,,,-0.0004917387883557334,0.1139302362359727,0.014848716186422339,0.06190578024507979,0.14747459030737295,0,1375.1399999999996,0.2632995833588628,101.67174091024759,0.9835582290101527,5222.719999999999,101.7,101.64,101.66,B-SOL_USDT,1789194240,2026-09-12T06:24:00+00:00,272
101.63,,0.001082357571583259,,,,0.0016727344288103296,0.0635265056398681,0.1673777961635269,0.03754876406742263,0.0939261502267452,0,-3541.12,-0.7036558661171676,101.66750355564749,0.9836065967670701,5032.459999999998,101.69,101.62,101.68,B-SOL_USDT,1789194420,2026-09-12T06:27:00+00:00,258
101.74,,-0.0005897385492430463,,,,,0.1090336358908211,0.251566510949449,0.028889083895811435,0.09545734683441842,0,14924.179999999997,0.6768212821536117,101.7259630638179,1.1468910057500545,22050.399999999994,101.75,101.62,101.62,B-SOL_USDT,1789194600,2026-09-12T06:30:00+00:00,499
101.68,,-0.0003933910306845867,,,,,-0.12286288630338034,-0.1013386995409471,-0.09298288281681073,-0.15550041026984981,0,-671.2599999999993,-0.028734288945564658,101.72299415263495,1.1469584139443187,23360.940000000002,101.82,101.64,101.75,B-SOL_USDT,1789194780,2026-09-12T06:33:00+00:00,468
